conllu_index,correct,incorrect
20145,"Prezydium Sejmu, które ma zdecydować o dalszych losach referendum, zwróciło się wczoraj do Państwowej Komisji Wyborczej o stwierdzenie, czy pod wnioskiem o przeprowadzenie referendum w sprawie podziału i ustroju terytorialnego RP jest złożona wymagana liczba głosów.","Prezydium Sejmu, które ma zdecydować o dalszych losach referendum, zwróciło się wczoraj do Państwowej Komisji Wyborczej o stwierdzenie, czy pod wnioskiem o przeprowadzenie referendum w sprawie podziału i ustroju terytorialnego RP jest złożona wymagana liczba głosów."
20148,"Była Miss America, 37-letnia Elizabeth Ward Gracen, która ma zeznawać w procesie wytoczonym prezydentowi Clintonowi przez Paulę Jones, oświadczyła, że uprawiała seks z Billem Clintonem w czasach, kiedy był jeszcze gubernatorem stanu Arkansas, ale odbywał się to za obopólną zgodą.","Była Miss America, 37-letnia Elizabeth Ward Gracen, która ma zeznawać w procesie wytoczonym prezydentowi Clintonowi przez Paulę Jones, oświadczyła, że uprawiała seks z Billem Clintonem w czasach, kiedy był jeszcze gubernatorem stanu Arkansas, ale odbywał się to za obopólną zgodą."
20152,"Prezydent powiedział, że nowy parlament nie będzie gorszy od poprzedniej Rady Najwyższej.","Prezydent powiedział, że nowy parlament nie będzie gorszy od poprzedniej Rady Najwyższej."
20154,Siostry znów wyszły na drogi - około 70 pielęgniarek i położnych blokowało przez godzinę trasę dojazdową na jedyny most przez Wisłę w Płocku i prowadzącą tamtędy drogę krajową nr 60.,Siostry znów wyszły na drogi - około 70 pielęgniarek i położnych blokowało przez godzinę trasę dojazdową na jedyny most przez Wisłę w Płocku i prowadzącą tamtędy drogę krajową nr 60.
20156,"Według danych OZZPiP w 48 placówkach w całym kraju trwa strajk bezterminowy, a głodówka w 31.","Według danych OZZPiP w 48 placówkach w całym kraju trwa strajk bezterminowy, a głodówka w 31."
20157,"Talerze nowego dysku wirują z prędkością 7200 obrotów na minutę, szybkość transmisji sformatowanych danych wynosi do 47 MB na sekundę.","Talerze nowego dysku wirują z prędkością 7200 obrotów na minutę, szybkość transmisji sformatowanych danych wynosi do 47 MB na sekundę."
20159,"Konstruktorzy zastosowali w nowym produkcie system ochrony przed drganiami, który monitoruje ruch dysku w stosunku do obudowy lub układu mocującego.","Konstruktorzy zastosowali w nowym produkcie system ochrony przed drganiami, który monitoruje ruch dysku w stosunku do obudowy lub układu mocującego."
20163,"Zarząd BOZPN zapoznał się z informacją o wydarzeniach, jakie miały miejsce na stadionie Polonii podczas finałowego meczu o Puchar Polski pomiędzy Polonią i Zawiszą.","Zarząd BOZPN zapoznał się z informacją o wydarzeniach, jakie miały miejsce na stadionie Polonii podczas finałowego meczu o Puchar Polski pomiędzy Polonią i Zawiszą."
20164,"Regulaminowe decyzje, po wnikliwej analizie protokołu z tego pojedynku, podejmie Wydział Dyscypliny BOZPN.","Regulaminowe decyzje, po wnikliwej analizie protokołu z tego pojedynku, podejmie Wydział Dyscypliny BOZPN."
20170,Porywacze zażądali od rodziny porwanej okupu w wysokości 5 tys. zł.,Porywacze zażądali od rodziny porwanej okupu w wysokości 5 tys. zł.
20178,"Według prasy brytyjskiej, nowy rolls ma kosztować więcej niż najdroższy z obecnie produkowanych modeli tej firmy, którego wersja podstawowa kosztuje obecnie w Wielkiej Brytanii 111 tysięcy funtów szterlingów (180 tys. dolarów).","Według prasy brytyjskiej, nowy rolls ma kosztować więcej niż najdroższy z obecnie produkowanych modeli tej firmy, którego wersja podstawowa kosztuje obecnie w Wielkiej Brytanii 111 tysięcy funtów szterlingów (180 tys. dolarów)."
20179,Postęp techniczny dosięgnął także brytyjskich amatorów herbaty.,Postęp techniczny dosięgnął także brytyjskich amatorów herbaty.
20183,Herbata zachowuje świeżość do pięciu miesięcy.,Herbata zachowuje świeżość do pięciu miesięcy.
20184,Ponad 80 tys. zł wyniósł zeszłoroczny dochód szefa AWS Mariana Krzaklewskiego i jego żony.,Ponad 80 tys. zł wyniósł zeszłoroczny dochód szefa AWS Mariana Krzaklewskiego i jego żony.
20188,U małych pacjentów lekarze stwierdzali najczęściej anginę i nieżyt górnych dróg oddechowych.,U małych pacjentów lekarze stwierdzali najczęściej anginę i nieżyt górnych dróg oddechowych.
20196,15 marca rozpoczyna się jego wyburzanie.,15 marca rozpoczyna się jego wyburzanie.
20199,W mijającym sezonie łowieckim wśród ustrzelonych 72 dzików znalazł się prawdziwy okaz.,W mijającym sezonie łowieckim wśród ustrzelonych 72 dzików znalazł się prawdziwy okaz.
20203,Wedle wstępnych szacunków budowa pochłonie ok. 30 mln dolarów.,Wedle wstępnych szacunków budowa pochłonie ok. 30 mln dolarów.
20208,- Oczywiście zajęła się tym specjalistyczna firma - chirurgów drzew.,- Oczywiście zajęła się tym specjalistyczna firma - chirurgów drzew.
20210,Nikogo nie dziwi widok ludzi dźwigających plastikowe butle i kanistry napełnione w tutejszym zdroju.,Nikogo nie dziwi widok ludzi dźwigających plastikowe butle i kanistry napełnione w tutejszym zdroju.
20212,"Są jeszcze studnie przy ul. Telefonicznej, Mileszki, Pomorskiej, Kasprowicza, Henrykowskiej, Łukaszewskiej, Gotyckiej, Olkuskiej i Żółwiowej ale łodzianie nie mają do nich dostępu.","Są jeszcze studnie przy ul. Telefonicznej, Mileszki, Pomorskiej, Kasprowicza, Henrykowskiej, Łukaszewskiej, Gotyckiej, Olkuskiej i Żółwiowej ale łodzianie nie mają do nich dostępu."
20213,Czasy się zmieniają.,Czasy się zmieniają.
20225,"Z 13 do 27 zwiększa się w Łodzi liczba opiekunów, przeprowadzających dzieci idące na lekcje przez najruchliwsze jezdnie i skrzyżowania.","Z 13 do 27 zwiększa się w Łodzi liczba opiekunów, przeprowadzających dzieci idące na lekcje przez najruchliwsze jezdnie i skrzyżowania."
20226,"Z rozbitej hondy wyszedł kierowca - ok. 30-letni dobrze zbudowany blondyn w okularach, a po chwili towarzysząca mu młoda, około 20-letnia, zgrabna, czarnowłosa kobieta.","Z rozbitej hondy wyszedł kierowca - ok. 30-letni dobrze zbudowany blondyn w okularach, a po chwili towarzysząca mu młoda, około 20-letnia, zgrabna, czarnowłosa kobieta."
20227,- Jemu ciekła krew z głowy - mówią świadkowie.,- Jemu ciekła krew z głowy - mówią świadkowie.
20231,"Gdy w latach 80. Tadeusz Nawrocki kupował działkę, już wówczas na jej części znajdowała się droga.","Gdy w latach 80. Tadeusz Nawrocki kupował działkę, już wówczas na jej części znajdowała się droga."
20234,Zginęło wtedy dwóch pilotów.,Zginęło wtedy dwóch pilotów.
20241,Praca w okupowanych szpitalach przebiega normalnie.,Praca w okupowanych szpitalach przebiega normalnie.
20242,"Siostry wykonują swoje obowiązki, a po pracy przechodzą do specjalnie wydzielonego przez dyrekcję pomieszczenia, w którym będą przebywać przez całą dobę (na zmiany).","Siostry wykonują swoje obowiązki, a po pracy przechodzą do specjalnie wydzielonego przez dyrekcję pomieszczenia, w którym będą przebywać przez całą dobę (na zmiany)."
20243,26-letni mężczyzna utonął na oczach przechodniów w miejskiej fontannie na rynku w centrum Pińczowa (woj. świętokrzyskie).,26-letni mężczyzna utonął na oczach przechodniów w miejskiej fontannie na rynku w centrum Pińczowa (woj. świętokrzyskie).
20248,Na tym osiedlu wielu mieszkańców ma już telefony.,Na tym osiedlu wielu mieszkańców ma już telefony.
20251,Nie ma żadnych ograniczeń.,Nie ma żadnych ograniczeń.
20253,Frontony kamienic przy ulicy Piotrkowskiej straszą zardzewiałymi konstrukcjami reklam neonowych.,Frontony kamienic przy ulicy Piotrkowskiej straszą zardzewiałymi konstrukcjami reklam neonowych.
20259,W ciągu pierwszego roku życia niemowlę potraja swoją wagę urodzeniową.,W ciągu pierwszego roku życia niemowlę potraja swoją wagę urodzeniową.
20260,"Policja dysponuje portretem pamięciowym złodzieja dzieła Mikołaja Kopernika ""O obrotach sfer niebieskich"".","Policja dysponuje portretem pamięciowym złodzieja dzieła Mikołaja Kopernika ""O obrotach sfer niebieskich""."
20268,Telekomunikacja blokuje w ulicznych aparatach numery rozpoczynające się od cyfr 0700.,Telekomunikacja blokuje w ulicznych aparatach numery rozpoczynające się od cyfr 0700.
20271,Firma ponosiła duże straty.,Firma ponosiła duże straty.
20274,"Zorganizowało je Europejskie Stowarzyszenie Studentów Prawa ""ELSA"".","Zorganizowało je Europejskie Stowarzyszenie Studentów Prawa ""ELSA""."
20278,Wojskowy Sąd Okręgowy odrzucił wczoraj apelacje obrońców i utrzymał wyrok sądu pierwszej instancji.,Wojskowy Sąd Okręgowy odrzucił wczoraj apelacje obrońców i utrzymał wyrok sądu pierwszej instancji.
20279,Sąd Garnizonowy skazał Hermaszewskiego 31 sierpnia.,Sąd Garnizonowy skazał Hermaszewskiego 31 sierpnia.
20280,"W łódzkiej kolekturze przy al. Piłsudskiego obok ul. Przędzalnianej wysłał swój kupon szczęśliwiec, który w sobotnim losowaniu Dużego Lotka trafił jedną z trzech ""szóstek"".","W łódzkiej kolekturze przy al. Piłsudskiego obok ul. Przędzalnianej wysłał swój kupon szczęśliwiec, który w sobotnim losowaniu Dużego Lotka trafił jedną z trzech ""szóstek""."
20283,"Policjanci z ""drogówki"" odkryli, że jadący autem dwaj młodzi mężczyźni są poranieni, ale nie z powodu kolizji...","Policjanci z ""drogówki"" odkryli, że jadący autem dwaj młodzi mężczyźni są poranieni, ale nie z powodu kolizji..."
20286,Sprawą zajmują się policjanci z 6 komisariatu na Górnej.,Sprawą zajmują się policjanci z 6 komisariatu na Górnej.
20288,Akcja odbywa się pod nadzorem polskich służb ochrony zabytków.,Akcja odbywa się pod nadzorem polskich służb ochrony zabytków.
20289,"Źródła historyczne podają, że studnia należała do zamku biskupów wrocławskich.","Źródła historyczne podają, że studnia należała do zamku biskupów wrocławskich."
20294,"Po przeciwległej stronie drogi, w oplu leżał 27-letni legniczanin z ranami postrzałowymi.","Po przeciwległej stronie drogi, w oplu leżał 27-letni legniczanin z ranami postrzałowymi."
20296,Wiadomość taką podały w sobotę media teherańskie.,Wiadomość taką podały w sobotę media teherańskie.
20300,"""Włókniarz"" jadący do Świnoujścia zabrał wczoraj 100 kolonistów do Międzyzdrojów.","""Włókniarz"" jadący do Świnoujścia zabrał wczoraj 100 kolonistów do Międzyzdrojów."
20302,Teraz na krzaczkach zostało niewiele przeważnie drobnych owoców.,Teraz na krzaczkach zostało niewiele przeważnie drobnych owoców.
20303,Coraz mniej jest też ustawionych przy drodze sprzedawców.,Coraz mniej jest też ustawionych przy drodze sprzedawców.
20306,"Rada Europy postanowiła walczyć z handlem ludźmi - kobietami, dziećmi, mężczyznami, łącząc się w tym działaniu z organizacjami pozarządowymi.","Rada Europy postanowiła walczyć z handlem ludźmi - kobietami, dziećmi, mężczyznami, łącząc się w tym działaniu z organizacjami pozarządowymi."
20310,"Licznie przybyła publiczność zajęła miejsca przy stołach biesiadnych, na obszernym trawniku lub obok sceny.","Licznie przybyła publiczność zajęła miejsca przy stołach biesiadnych, na obszernym trawniku lub obok sceny."
20313,Z powodu złych warunków atmosferycznych śmigłowce użyte do poszukiwań mogły być wykorzystane tylko w ograniczonym zakresie.,Z powodu złych warunków atmosferycznych śmigłowce użyte do poszukiwań mogły być wykorzystane tylko w ograniczonym zakresie.
20317,Ponadmiesięczna wyprawa zakończyła się sukcesem.,Ponadmiesięczna wyprawa zakończyła się sukcesem.
20322,"Obdukcja lekarska wykazała, że dziennikarz ma uszkodzoną lewą stronę twarzo-czaszki, operator kamery - krwiak na prawym barku, a operator dźwięku - liczne zadrapania na szyi.","Obdukcja lekarska wykazała, że dziennikarz ma uszkodzoną lewą stronę twarzo-czaszki, operator kamery - krwiak na prawym barku, a operator dźwięku - liczne zadrapania na szyi."
20331,W każdej chwili powstać mogła jednak mieszanka wybuchowa.,W każdej chwili powstać mogła jednak mieszanka wybuchowa.
20333,Do roku 2006 znikną z obszaru Unii Europejskiej ostatnie reklamy papierosów.,Do roku 2006 znikną z obszaru Unii Europejskiej ostatnie reklamy papierosów.
20338,"43-letnia kobieta zorientowała się, że została okradziona dopero w kasynie wojskowym, gdzie zapłacić miała za uczniowską imprezę.","43-letnia kobieta zorientowała się, że została okradziona dopero w kasynie wojskowym, gdzie zapłacić miała za uczniowską imprezę."
20343,"Opolscy ciepłownicy obawiają się, że ich straty w pierwszych miesiącach nowego roku mogą się okazać horrendalne, bo na podwyżkę ceny węgla nałożyła się także wyjątkowo łagodna zima, która zmniejszyła zapotrzebowanie na ciepło.","Opolscy ciepłownicy obawiają się, że ich straty w pierwszych miesiącach nowego roku mogą się okazać horrendalne, bo na podwyżkę ceny węgla nałożyła się także wyjątkowo łagodna zima, która zmniejszyła zapotrzebowanie na ciepło."
20345,"Uczestniczyli w nich m.in. wicepremier Leszek Balcerowicz, wojewoda śląski Marek Kempski, nadinspektor Jan Michna - komendant główny policji oraz szef garnizonu śląskiego nadinspektor Mieczysław Kluk.","Uczestniczyli w nich m.in. wicepremier Leszek Balcerowicz, wojewoda śląski Marek Kempski, nadinspektor Jan Michna - komendant główny policji oraz szef garnizonu śląskiego nadinspektor Mieczysław Kluk."
20352,"Wybuch w domu mieszkalnym w Petersburgu jest wynikiem ataku kryminalnego, ale nie ma żadnego związku z falą zamachów, która przetacza się przez Rosję od końca sierpnia - poinformowała w piątek petersburska milicja.","Wybuch w domu mieszkalnym w Petersburgu jest wynikiem ataku kryminalnego, ale nie ma żadnego związku z falą zamachów, która przetacza się przez Rosję od końca sierpnia - poinformowała w piątek petersburska milicja."
20356,"Dwie dziewczynki porwała woda w mieście Delaware, a na Bahamach utonął jeden mężczyzna.","Dwie dziewczynki porwała woda w mieście Delaware, a na Bahamach utonął jeden mężczyzna."
20357,Za 500 tysięcy szylingów austriackich obywatel Czech zainkasował... 10 tysięcy koron.,Za 500 tysięcy szylingów austriackich obywatel Czech zainkasował... 10 tysięcy koron.
20362,"Naciągacz zainkasował gotówkę i umówił się na godzinę 16.30, żeby umożliwić kobiecie odwiedzenie pacjenta.","Naciągacz zainkasował gotówkę i umówił się na godzinę 16.30, żeby umożliwić kobiecie odwiedzenie pacjenta."
20366,"Starsza pani powiadomiła wówczas policję o ""fałszywym lekarzu"".","Starsza pani powiadomiła wówczas policję o ""fałszywym lekarzu""."
20367,"Oficerowie śledczy przypuszczają, iż oszust mógł naciągnąć więcej osób.","Oficerowie śledczy przypuszczają, iż oszust mógł naciągnąć więcej osób."
20370,- Ekspertyza balistyczna wykluczyła udział żołnierzy niemieckich w zastrzeleniu 49-letniego mężczyzny w Koniecpolu.,- Ekspertyza balistyczna wykluczyła udział żołnierzy niemieckich w zastrzeleniu 49-letniego mężczyzny w Koniecpolu.
20373,Lawiny śnieżne atakują nadal.,Lawiny śnieżne atakują nadal.
20377,Trójka polskich twórców otrzymała w sobotę doroczne nagrody Czeskiej Akademii Filmowej i Telewizyjnej - Czeskie Lwy.,Trójka polskich twórców otrzymała w sobotę doroczne nagrody Czeskiej Akademii Filmowej i Telewizyjnej - Czeskie Lwy.
