correct,incorrect
- Zacisnęła pięści pochlapane krwią.,- Zacisnął pięści pochlapane krwią.
Machnęła w stronę śmigłowca.,Machnął w stronę śmigłowca.
"- I to by było na tyle - stwierdziła bez żalu Marzena, wycierając jedną upapraną dłonią drugą, równie brudną.","- I to by było na tyle - stwierdził bez żalu Marzena, wycierając jedną upapraną dłonią drugą, równie brudną."
Ustrzegła się tego.,Ustrzegł się tego.
"Zrobiła krok do tyłu, potem drugi, trzeci.","Zrobił krok do tyłu, potem drugi, trzeci."
Marzena znikła za progiem.,Marzena znikł za progiem.
- Nie... - zaczęła Nadia.,- Nie... - zaczął Nadia.
"- Zamarła; w jej twarzy nadzieja walczyła z niedowierzaniem i gorzkim sceptycyzmem człowieka, który wie, że w życiu wszystko kosztuje.","- Zamarł; w jej twarzy nadzieja walczyła z niedowierzaniem i gorzkim sceptycyzmem człowieka, który wie, że w życiu wszystko kosztuje."
"Klasyczna teologia powiedziałaby, że nie potrafimy utworzyć sobie pojęcia Boga.","Klasyczna teologia powiedział by , że nie potrafimy utworzyć sobie pojęcia Boga."
Spojrzała zaskoczona.,Spojrzał zaskoczona.
Zaczerwieniła się.,Zaczerwienił się.
"– Spojrzała na mnie, a w jej oczach znów ujrzałem to, co tak wiele zamieszania robiło we mnie od momentu, gdy ją zobaczyłem.","– Spojrzał na mnie, a w jej oczach znów ujrzał em to, co tak wiele zamieszania robiło we mnie od momentu, gdy ją zobaczył em ."
"Nie powiedziała mi o tym, ale która z nich chce się do tego przyznać?","Nie powiedział mi o tym, ale która z nich chce się do tego przyznać?"
Dostała półroczny kontrakt w Ameryce Południowej.,Dostał półroczny kontrakt w Ameryce Południowej.
"Niestety, nie zostawiła adresu.","Niestety, nie zostawił adresu."
"– Nie martwcie się, kot jest u nas – powiedziała.","– Nie martwcie się, kot jest u nas – powiedział."
Po trzech dniach Śpiąca Królewna wróciła do Warszawy.,Po trzech dniach Śpiąca Królewna wrócił do Warszawy.
"Oznajmiła mi to przez telefon i nie mówiąc nic więcej, odłożyła słuchawkę.","Oznajmił mi to przez telefon i nie mówiąc nic więcej, odłożyła słuchawkę."
"– Dzień dobry, chciałabym mówić z Moniką... – powiedziała, pomijając zwroty w rodzaju: “Przepraszam, czy nie obudziłam pana?”, ponieważ było oczywiste, że wyrwała go z porannego snu.","– Dzień dobry, chciała by m mówić z Moniką... – powiedział, pomijając zwroty w rodzaju: “Przepraszam, czy nie obudziła m pana?”, ponieważ było oczywiste, że wyrwała go z porannego snu."
W słuchawce zaległa cisza.,W słuchawce zaległ cisza.
"– Jest doskonałe, zapewniam cię – oświadczyła.","– Jest doskonałe, zapewniam cię – oświadczył."
Jędrusia przysiadła na brzegu.,Jędrusia przysiadł na brzegu.
Wtedy też niespodziewanie pojawiła się Dorcia.,Wtedy też niespodziewanie pojawił się Dorcia.
"Stanęła w drzwiach mojego domu rodzinnego któregoś ranka, a za nią chowała się moja córka.","Stanął w drzwiach mojego domu rodzinnego któregoś ranka, a za nią chowała się moja córka."
"– Czy mogę? – zapytała matkę, która wpuściła ją bez słowa.","– Czy mogę? – zapytał matkę, która wpuściła ją bez słowa."
"Dopiero wtedy Dorcia zobaczyła, że od ostatniego widzenia bardzo się zmieniłem.","Dopiero wtedy Dorcia zobaczył, że od ostatniego widzenia bardzo się zmienił em ."
"Usiadła na fotelu, zakładając nogę na nogę, miała spódniczkę przed kolana.","Usiadł na fotelu, zakładając nogę na nogę, miała spódniczkę przed kolana."
Nie zauważyłaś?,Nie zauważył ś ?
"– Dwa razy w tygodniu, u nas w szkole – potwierdziła to, co usłyszałem od Dorci.","– Dwa razy w tygodniu, u nas w szkole – potwierdził to, co usłyszał em od Dorci."
"– Powierzam ci tylko sprawy najważniejsze, resztą zajmę się po powrocie – wyjaśniła.","– Powierzam ci tylko sprawy najważniejsze, resztą zajmę się po powrocie – wyjaśnił."
– Coś się stało? – spytała.,– Coś się stało? – spytał.
– Nie odbierałeś telefonu – powiedziała z wyrzutem.,– Nie odbierał eś telefonu – powiedział z wyrzutem.
"Gdy wznosili naczynia, orkiestra zagrała z werwą Yankie Doodle, a sala wstała, salutując w stronę Amerykanów.","Gdy wznosili naczynia, orkiestra zagrał z werwą Yankie Doodle, a sala wstała, salutując w stronę Amerykanów."
"Usiadła na fotelu drugiego, którego ciało Harold zaciągnął za fotele i starannie oparł o burtę obok ciała bombardiera.","Usiadł na fotelu drugiego, którego ciało Harold zaciągnął za fotele i starannie oparł o burtę obok ciała bombardiera."
Spojrzała na niego zachęcająco i ciekawie znad swojego pucharu.,Spojrzał na niego zachęcająco i ciekawie znad swojego pucharu.
"Kira ze skupieniem wykonała reiho, a potem pierwsze kata poziomu Hasegawa tak, że dech mu zaparło.","Kira ze skupieniem wykonał reiho, a potem pierwsze kata poziomu Hasegawa tak, że dech mu zaparło."
- Obrzuciła go karcącym spojrzeniem.,- Obrzucił go karcącym spojrzeniem.
Fala gorącej krwi uderzyła Toru do głowy.,Fala gorącej krwi uderzył Toru do głowy.
"Kira też zobaczyła to, co chciała.","Kira też zobaczył to, co chciała."
Podciągnęła ku brodzie także drugie kolano.,Podciągnął ku brodzie także drugie kolano.
"Widownia westchnęła ze współczuciem, a Iwana to uskrzydliło.","Widownia westchnął ze współczuciem, a Iwana to uskrzydliło."
"– Eunuchem? – zainteresowała się słabo, bo jej intelektualna wrażliwość rozpływała się w narkotycznym dotyku jego palców.","– Eunuchem? – zainteresował się słabo, bo jej intelektualna wrażliwość rozpływała się w narkotycznym dotyku jego palców."
"– No więc dobrze – dłoń Salomei ścisnęła palce obu stóp z niespodziewaną, sprężystą siłą.","– No więc dobrze – dłoń Salomei ścisnął palce obu stóp z niespodziewaną, sprężystą siłą."
Nawet porządnie nie poczułam.,Nawet porządnie nie poczuł m .
Przecież sama go sprowokowałam.,Przecież sama go sprowokował m .
"Zabrała butelkę przyjaciółce i pociągnęła łyk, od którego wszystko w przedziale pojaśniało, a obrazek zawieszony nad kozetką, przedstawiający jakiś smętny, brzozowy i rosyjski krajobraz, od razu poweselał.","Zabrał butelkę przyjaciółce i pociągnęła łyk, od którego wszystko w przedziale pojaśniało, a obrazek zawieszony nad kozetką, przedstawiający jakiś smętny, brzozowy i rosyjski krajobraz, od razu poweselał."
"– Na drugą nóżkę? – spytała Salomea, wyciągając rękę po alkohol.","– Na drugą nóżkę? – spytał Salomea, wyciągając rękę po alkohol."
"Poradziła sobie wreszcie i sięgnęła po krzesło, lokując się tuż przy piecu.","Poradził sobie wreszcie i sięgnęła po krzesło, lokując się tuż przy piecu."
"Odpowiedziała bez namysłu: – Jeśli to dla pana coś odkrywczego i przyda się panu do czegoś, będę szczęśliwa, że mogłam panu podsunąć tę myśl, a zaręczam, że to działa.","Odpowiedział bez namysłu: – Jeśli to dla pana coś odkrywczego i przyda się panu do czegoś, będę szczęśliwa, że mogła m panu podsunąć tę myśl, a zaręczam, że to działa."
"Dopiero po deserze (la meringue aux fraises de bois), przy cygarach i koniaku zaczęła się poważna rozmowa.","Dopiero po deserze (la meringue aux fraises de bois), przy cygarach i koniaku zaczął się poważna rozmowa."
– Tego socjologa? – zdziwiła się Omega.,– Tego socjologa? – zdziwił się Omega.
"Z... – spytała go Sandra Kwiczoł, zadzierając wysoko głowę.","Z... – spytał go Sandra Kwiczoł, zadzierając wysoko głowę."
"Kręci, nie kręci, nie wiem, jak mi to moja szwagierka powiedziała, ta, co pracuje w MRN-ie, no to ja jej powiedziałam, żeby nikomu więcej nie mówiła, i sama rozumiesz, że trzeba jej coś tam odpalić...","Kręci, nie kręci, nie wiem, jak mi to moja szwagierka powiedziała, ta, co pracuje w MRN-ie, no to ja jej powiedział m , żeby nikomu więcej nie mówiła, i sama rozumiesz, że trzeba jej coś tam odpalić..."
"Ale tak pomyślałam, że tamta obok to pewnie sprzed lat, prawda?","Ale tak pomyślał m , że tamta obok to pewnie sprzed lat, prawda?"
"– Masz przy sobie komórkę? – zapytała Felicyta-Katarzyna w okolicach Płońska; od jakichś dwustu kilometrów myślała o czymś usilnie, w milczeniu, świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby; Tońcia drzemała spokojnie na tylnym siedzeniu, Maryla starała się skupić na drodze.","– Masz przy sobie komórkę? – zapytał Felicyta-Katarzyna w okolicach Płońska; od jakichś dwustu kilometrów myślała o czymś usilnie, w milczeniu, świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby; Tońcia drzemała spokojnie na tylnym siedzeniu, Maryla starała się skupić na drodze."
"W tym samym czasie, kiedy dziadek Zygmunt głodował w Murnau, niezwyciężona armia radziecka wkroczyła na terytorium Polski i rozpoczęła wiekopomną ofensywę.","W tym samym czasie, kiedy dziadek Zygmunt głodował w Murnau, niezwyciężona armia radziecka wkroczył na terytorium Polski i rozpoczęła wiekopomną ofensywę."
"A potem całą siłą woli oderwała się od posągu i ruszyła dalej nawą, popatrując z perspektywy na białą piramidę, coraz ciemniejszą.","A potem całą siłą woli oderwał się od posągu i ruszyła dalej nawą, popatrując z perspektywy na białą piramidę, coraz ciemniejszą."
"Położyła się, podciągnęła koc pod brodę i sięgnęła pod poduszkę, gdzie trzymała sekretne lekarstwo na takie okazje, Muminki.","Położył się, podciągnęła koc pod brodę i sięgnęła pod poduszkę, gdzie trzymała sekretne lekarstwo na takie okazje, Muminki."
– Marta postanowiła położyć kres tej rozkosznej konwersacji.,– Marta postanowił położyć kres tej rozkosznej konwersacji.
– Martę znowu ogarnęła wściekłość.,– Martę znowu ogarnął wściekłość.
"– No dobrze – powiedziała mama – jak już będziesz w łóżku, przyjdę do ciebie i przynajmniej spróbuję.","– No dobrze – powiedział mama – jak już będziesz w łóżku, przyjdę do ciebie i przynajmniej spróbuję."
Dlaczego wymyśliła to nieślubne dziecko?,Dlaczego wymyślił to nieślubne dziecko?
"To wymyślone dziecko, tę fantazję, porzuciła, kiedy miało trzy miesiące.","To wymyślone dziecko, tę fantazję, porzucił, kiedy miało trzy miesiące."
"– Czy był jakiś powód, dla którego Caravaggio nie malował blondynów? – zapytałam.","– Czy był jakiś powód, dla którego Caravaggio nie malował blondynów? – zapytał m ."
"Odsunęła maskę i głos przymierzył się do twarzy; tej samej, zawrotnie czystej, słodkiej twarzy Madonny.","Odsunął maskę i głos przymierzył się do twarzy; tej samej, zawrotnie czystej, słodkiej twarzy Madonny."
– Czy nie widzieli państwo takiej... – zawahałam się.,– Czy nie widzieli państwo takiej... – zawahał m się.
"Spojrzałam na jej męża, ale oczy miał zasłonięte kapeluszem.","Spojrzał m na jej męża, ale oczy miał zasłonięte kapeluszem."
Zdzieliła mnie po głowie muzyka.,Zdzielił mnie po głowie muzyka.
Usłyszałam kilka taktów renesansowych.,Usłyszał m kilka taktów renesansowych.
"Zobaczyłam siebie przebraną za Wigilię: z siankiem w uszach i ustach, świecidełka we włosach, w ręku jodełki, a bombki na biodrach kręcących się w rytm kolęd.","Zobaczył m siebie przebraną za Wigilię: z siankiem w uszach i ustach, świecidełka we włosach, w ręku jodełki, a bombki na biodrach kręcących się w rytm kolęd."
Pierwsza przyszła do grobu Chrystusa i dlatego została patronką pielgrzymów do Ziemi Świętej.,Pierwsza przyszedł do grobu Chrystusa i dlatego została patronką pielgrzymów do Ziemi Świętej.
"W dzień, gdy próbował ją pocałować w usta, odsunęła się.","W dzień, gdy próbował ją pocałować w usta, odsunął się."
– Przepraszam... – powiedziała.,– Przepraszam... – powiedział.
Spojrzała na rysunek.,Spojrzał na rysunek.
"Potwierdziła, chociaż sam – co widziała po minie – był wystarczająco zadowolony ze swojego dzieła.","Potwierdził, chociaż sam – co widziała po minie – był wystarczająco zadowolony ze swojego dzieła."
– I co ty na to? – zapytała Joanna.,– I co ty na to? – zapytał Joanna.
Natalia potwierdziła.,Natalia potwierdził.
Zdziwiła się i nic nie odrzekła.,Zdziwił się i nic nie odrzekła.
– Opublikujmy mój pomysł: posypuję ziemniaki vegetą i smażę w głębokim tłuszczu – powiedziała Klaudia.,– Opublikujmy mój pomysł: posypuję ziemniaki vegetą i smażę w głębokim tłuszczu – powiedział Klaudia.
– Joanna z lekkim wyrzutem spojrzała na młodą koleżankę.,– Joanna z lekkim wyrzutem spojrzał na młodą koleżankę.
Dziewczyna podziękowała.,Dziewczyna podziękował.
"– Niech się pani nie przejmuje – powiedziała mama Janki, kończąc malować paznokcie klientki.","– Niech się pani nie przejmuje – powiedział mama Janki, kończąc malować paznokcie klientki."
"Na pewno tak będzie – dokończyła, bo wiedziała, że klientki trzeba pocieszać.","Na pewno tak będzie – dokończył, bo wiedziała, że klientki trzeba pocieszać."
– A wieżowiec telewizji nie jest wyższy? – zapytała Irena.,– A wieżowiec telewizji nie jest wyższy? – zapytał Irena.
"– Marto, dlaczego ukrywasz pomadkę? – zapytała psycholożka.","– Marto, dlaczego ukrywasz pomadkę? – zapytał psycholożka."
– Stara nie pozwala – odpowiedziała.,– Stara nie pozwala – odpowiedział.
Używajmy ładnych określeń – pouczyła pani magister.,Używajmy ładnych określeń – pouczył pani magister.
Ciotka usiadła w fotelu i wcale się nie odzywała.,Ciotka usiadł w fotelu i wcale się nie odzywała.
Musimy pogadać – powtórzyła.,Musimy pogadać – powtórzył.
– Polak – bez zdziwienia powiedziała młoda kobieta.,– Polak – bez zdziwienia powiedział młoda kobieta.
– Dobrze – powiedziała Jenny.,– Dobrze – powiedział Jenny.
W kilka dni po święcie armii do Marka zatelefonowała Beata: u koleżanki z żonatym narzeczonym coś się stało i tylko on mógł pomóc.,W kilka dni po święcie armii do Marka zatelefonował Beata: u koleżanki z żonatym narzeczonym coś się stało i tylko on mógł pomóc.
Beata zaprzeczyła.,Beata zaprzeczył.
– Odwieziemy moją córeczkę? – zapytała.,– Odwieziemy moją córeczkę? – zapytał.
"Jenny ubrała się w kremową sukienkę, włosy spięła w kok i zrobiła delikatny makijaż.","Jenny ubrał się w kremową sukienkę, włosy spięła w kok i zrobiła delikatny makijaż."
Na ramiona zarzuciła starą liliową chustę.,Na ramiona zarzucił starą liliową chustę.
– Dobrze? – zapytała Henryka.,– Dobrze? – zapytał Henryka.
Weźmy też psa – powiedziała.,Weźmy też psa – powiedział.
– Mnie żadna pomoc nie jest potrzebna – powiedziała obrażona.,– Mnie żadna pomoc nie jest potrzebna – powiedział obrażona.
"– Pani Vero, dopiero wróciła pani ze szpitala.","– Pani Vero, dopiero wrócił pani ze szpitala."
"– A pan co nic nie mówi? – rzuciła nagle Vera w jego stronę, dosyć opryskliwie.","– A pan co nic nie mówi? – rzucił nagle Vera w jego stronę, dosyć opryskliwie."
"Zresztą zobaczyła litery CR, takie same jak u nich, w domku dróżnika nad oknem i u matki na służbowym fartuchu.","Zresztą zobaczył litery CR, takie same jak u nich, w domku dróżnika nad oknem i u matki na służbowym fartuchu."
